image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8570/9781857036626.jpg,"Writing Your Dissertation, 3rd Edition",Derek Swetnam,Paperback,3.5,8.86,$,12.4,9781857036626,Reference,dataset/Reference/0000508.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241289334.jpg,Books That Changed History,DK,Hardback,4.0,26.78,$,,9780241289334,Reference,dataset/Reference/0000509.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6035/9781603582582.jpg,The Systems Thinking Playbook,Linda Booth Sweeney,Mixed media product,4.0,42.1,$,61.0,9781603582582,Reference,dataset/Reference/0000510.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241267738.jpg,A Christmas Cornucopia,Mark Forsyth,Hardback,4.0,10.64,$,12.9,9780241267738,Reference,dataset/Reference/0000511.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1404/9780140435689.jpg,The Penguin Book of Romantic Poetry,Jonathan Wordsworth,Paperback,4.0,19.56,$,21.1,9780140435689,Reference,dataset/Reference/0000512.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5864/9781586481988.jpg,Banker To The Poor,Muhammad Yunus,Paperback,4.0,14.77,$,,9781586481988,Reference,dataset/Reference/0000513.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9771/9780977102181.jpg,God's War on Terror,Walid Shoebat,Hardback,4.5,26.36,$,36.0,9780977102181,Reference,dataset/Reference/0000514.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7808/9781780877570.jpg,Infographica,Martin Toseland,Paperback,3.5,10.06,$,12.9,9781780877570,Reference,dataset/Reference/0000515.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5854/9781585427475.jpg,The Artist's Way Every Day,Julia Cameron,Paperback,3.5,14.31,$,15.0,9781585427475,Reference,dataset/Reference/0000516.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4926/9781492663966.jpg,Cockpit Confidential,Patrick Smith,Paperback,4.0,11.91,$,16.0,9781492663966,Reference,dataset/Reference/0000517.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7809/9781780976709.jpg,How Do You Survive on an Iceberg?,Erwin Brecher,Hardback,2.5,13.13,$,,9781780976709,Reference,dataset/Reference/0000518.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572229198.jpg,Japanese Vocabulary,Inc. Barcharts,Fold-out book or chart,0.0,6.21,$,7.5,9781572229198,Reference,dataset/Reference/0000519.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444791082.jpg,Street of Eternal Happiness,Rob Schmitz,Paperback,4.5,9.59,$,13.9,9781444791082,Reference,dataset/Reference/0000520.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0600/9780060007737.jpg,The 22 Immutable Laws of Branding,Al Ries,Paperback,4.0,12.5,$,20.0,9780060007737,Reference,dataset/Reference/0000521.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3932/9780393285703.jpg,100 Years,Joshua Prager,Hardback,3.5,15.97,$,16.0,9780393285703,Reference,dataset/Reference/0000522.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3105/9780310577966.jpg,A Visual Theology Guide to the Bible,Tim Challies,Paperback,4.5,14.23,$,16.0,9780310577966,Reference,dataset/Reference/0000523.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9110/9781911015550.jpg,Red Dead Redemption 2,Piggyback,Paperback,4.5,25.32,$,,9781911015550,Reference,dataset/Reference/0000524.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4522/9780452295834.jpg,How to Survive the End of the World as We Know It,James Wesley Rawles,Paperback,4.0,15.5,$,18.0,9780452295834,Reference,dataset/Reference/0000525.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4925/9781492545170.jpg,Dance Anatomy 2nd Edition,Jacqui Greene Haas,Paperback,5.0,18.32,$,20.1,9781492545170,Reference,dataset/Reference/0000526.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141016092.jpg,The New Spaniards,John Hooper,Paperback,4.0,11.87,$,13.9,9780141016092,Reference,dataset/Reference/0000527.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3162/9780316240079.jpg,The Monuments Men,Robert M Edsel,Paperback,4.0,8.35,$,10.3,9780316240079,Reference,dataset/Reference/0000528.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8488/9781848878457.jpg,The Joy of X,Steven Strogatz,Paperback,4.0,10.35,$,12.9,9781848878457,Reference,dataset/Reference/0000529.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4706/9780470648858.jpg,A Visual Dictionary of Architecture,Francis D. K. Ching,Paperback,4.0,38.07,$,47.1,9780470648858,Reference,dataset/Reference/0000530.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6046/9781604696615.jpg,Essential Garden Design Workbook,Rosemary Alexander,Hardback,4.5,26.26,$,32.95,9781604696615,Reference,dataset/Reference/0000531.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784722937.jpg,Hugh Johnson's Pocket Wine Book 2018,Hugh Johnson,Hardback,4.0,15.26,$,16.0,9781784722937,Reference,dataset/Reference/0000532.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7679/9780767914505.jpg,Yoga For Depression,Amy Weintraub,Paperback,4.0,13.9,$,16.0,9780767914505,Reference,dataset/Reference/0000533.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8477/9781847727022.jpg,Wipe Clean Music Board,Hal Leonard Publishing Corporation,Paperback,5.0,6.77,$,8.0,9781847727022,Reference,dataset/Reference/0000534.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7849/9781784943677.jpg,Quilling Art,Sena Runa,Paperback,4.5,14.98,$,18.0,9781784943677,Reference,dataset/Reference/0000535.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4262/9781426203459.jpg,National Geographic Answer Book,Kathryn Thornton,Hardback,4.5,41.4,$,,9781426203459,Reference,dataset/Reference/0000536.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8459/9781845951627.jpg,The Passion Of The Western Mind,Richard Tarnas,Paperback,4.0,22.79,$,24.0,9781845951627,Reference,dataset/Reference/0000537.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8129/9780812971156.jpg,Being Logical,D Q McInerny,Paperback,3.5,12.84,$,16.0,9780812971156,Reference,dataset/Reference/0000538.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141007229.jpg,Deep Simplicity,John Gribbin,Paperback,4.0,10.24,$,12.4,9780141007229,Reference,dataset/Reference/0000539.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8027/9780802778994.jpg,Sciencia,Matt Tweed,Hardback,4.5,16.94,$,21.1,9780802778994,Reference,dataset/Reference/0000540.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0073/9780007351572.jpg,Map Addict,Mike Parker,Paperback,3.5,11.05,$,12.4,9780007351572,Reference,dataset/Reference/0000541.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4654/9781465415851.jpg,The Business Book,DK,Hardback,4.0,21.64,$,24.2,9781465415851,Reference,dataset/Reference/0000542.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8482/9781848258686.jpg,Daily Prayer with the Corrymeela Community,Padraig O Tuama,Paperback,4.5,9.55,$,12.99,9781848258686,Reference,dataset/Reference/0000543.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1955/9780195520170.jpg,Social Research Methods,Maggie Walter,Paperback,4.0,44.75,$,51.0,9780195520170,Reference,dataset/Reference/0000544.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1991/9780199129690.jpg,"Oxford IB Diploma Programme: Sports, Exercise and Health Science Course Companion",John Sproule,Paperback,4.0,57.13,$,,9780199129690,Reference,dataset/Reference/0000545.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784723989.jpg,The Gin Dictionary,David T. Smith,Hardback,3.5,15.03,$,20.1,9781784723989,Reference,dataset/Reference/0000546.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4338/9781433829734.jpg,How to Write a Lot,Paul J. Silvia,Paperback,4.0,17.31,$,19.6,9781433829734,Reference,dataset/Reference/0000547.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8010/9780801036477.jpg,The Gospel of John,Francis Martin,Paperback,4.5,14.33,$,21.15,9780801036477,Reference,dataset/Reference/0000548.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1018/9781101883808.jpg,Guinness World Records,Craig Glenday,Paperback,4.0,8.75,$,,9781101883808,Reference,dataset/Reference/0000549.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0994/9780099429784.jpg,Peoplewatching,Desmond Morris,Paperback,4.0,17.52,$,18.0,9780099429784,Reference,dataset/Reference/0000550.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7894/9780789489852.jpg,Gemstones,Cally Hall,Hardback,4.0,18.82,$,21.6,9780789489852,Reference,dataset/Reference/0000551.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5063/9781506330204.jpg,Qualitative Inquiry and Research Design,John W. Creswell,Paperback,4.0,64.63,$,74.0,9781506330204,Reference,dataset/Reference/0000552.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141007632.jpg,Sync,Steven Strogatz,Paperback,4.0,15.78,$,,9780141007632,Reference,dataset/Reference/0000553.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8748/9780874876109.jpg,"The Music Road, Bk 1",Constance Starr,Paperback,0.0,9.61,$,11.4,9780874876109,Reference,dataset/Reference/0000554.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4053/9781405322485.jpg,Wow!,DK,Hardback,4.5,39.39,$,,9781405322485,Reference,dataset/Reference/0000555.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7548/9780754815716.jpg,Illustrated Encyclopedia of Uniforms of the Napoleonic Wars,Digby Smith,Hardback,4.0,32.25,$,,9780754815716,Reference,dataset/Reference/0000556.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7847/9781784725150.jpg,The Almanac,Lia Leendertz,Hardback,4.0,9.36,$,12.4,9781784725150,Reference,dataset/Reference/0000557.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9229/9780922915866.jpg,War Is A Racket,Smedley D. Butler,Paperback,4.5,8.63,$,11.4,9780922915866,Reference,dataset/Reference/0000558.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4169/9781416903673.jpg,Phil Gordon's Little Green Book,Phil Gordon,Hardback,4.0,21.11,$,,9781416903673,Reference,dataset/Reference/0000559.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4767/9781476777412.jpg,The Bad-Ass Librarians of Timbuktu,Joshua Hammer,Paperback,3.5,9.5,$,12.9,9781476777412,Reference,dataset/Reference/0000560.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5072/9781507205334.jpg,The Ultimate Roblox Book: An Unofficial Guide,David Jagneaux,Paperback,4.0,10.16,$,11.4,9781507205334,Reference,dataset/Reference/0000561.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5683/9781568364841.jpg,The Handbook Of Japanese Verbs,Taeko Kamiya,Paperback,4.5,16.49,$,21.1,9781568364841,Reference,dataset/Reference/0000562.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4405/9781440542756.jpg,The Only Book of Wiccan Spells You'll Ever Need,Marian Singer,Paperback,4.0,9.93,$,12.4,9781440542756,Reference,dataset/Reference/0000563.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1381/9781138183636.jpg,Intercultural Communication,Adrian Holliday,Paperback,3.5,33.34,$,45.8,9781138183636,Reference,dataset/Reference/0000564.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5266/9781526607072.jpg,Harry Potter - A History of Magic,British Library,Paperback,4.0,18.94,$,,9781526607072,Reference,dataset/Reference/0000565.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6103/9781610391832.jpg,Cambodia's Curse,Joel Brinkley,Paperback,4.0,14.76,$,,9781610391832,Reference,dataset/Reference/0000566.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1955/9780195518559.jpg,"Qualitative Research Methods, Fourth Edition",Pranee Liamputtong,Paperback,4.0,50.95,$,59.61,9780195518559,Reference,dataset/Reference/0000567.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451650198.jpg,The Annapolis Book of Seamanship,John Rousmaniere,Hardback,4.5,62.75,$,,9781451650198,Reference,dataset/Reference/0000568.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4405/9781440563591.jpg,Astronomy 101,Carolyn Collins Petersen,Hardback,4.0,11.73,$,13.9,9781440563591,Reference,dataset/Reference/0000569.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8657/9780865718234.jpg,The Rocket Mass Heater Builder's Guide,Erica Wisner,Paperback,4.5,25.3,$,30.99,9780865718234,Reference,dataset/Reference/0000570.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5534/9780553447897.jpg,Bibliophilia,Evan Robertson,Hardback,4.5,15.26,$,21.5,9780553447897,Reference,dataset/Reference/0000571.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8308/9780830833788.jpg,Cross-Cultural Servanthood,Duane Elmer,Paperback,4.0,13.9,$,18.0,9780830833788,Reference,dataset/Reference/0000572.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7506/9780750652735.jpg,Data Interpretation in Critical Care Medicine,Bala Venkatesh,Paperback,5.0,40.89,$,,9780750652735,Reference,dataset/Reference/0000573.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3072/9780307267146.jpg,Half the Sky,Nicholas D. Kristof,Hardback,4.5,19.93,$,30.4,9780307267146,Reference,dataset/Reference/0000574.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8461/9781846144172.jpg,London Underground By Design,Mark Ovenden,Paperback,4.5,26.69,$,30.9,9781846144172,Reference,dataset/Reference/0000575.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8174/9780817463014.jpg,Understanding Shutter Speed,Bryan Peterson,Paperback,4.0,25.95,$,26.5,9780817463014,Reference,dataset/Reference/0000576.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0605/9780060548780.jpg,In Search of Excellence,Thomas J. Peters,Paperback,4.0,12.89,$,17.43,9780060548780,Reference,dataset/Reference/0000577.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4405/9780440508274.jpg,How To Think Like Leonardo Da Vinci,Michael J. Gelb,Paperback,4.0,14.66,$,17.0,9780440508274,Reference,dataset/Reference/0000578.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8041/9780804136785.jpg,"Elements of Journalism, the",Bill Kovach,Paperback,4.0,14.22,$,16.0,9780804136785,Reference,dataset/Reference/0000579.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9345/9781934501054.jpg,The Cthulhu Mythos Encyclopedia,Daniel Harms,Paperback,4.0,17.19,$,,9781934501054,Reference,dataset/Reference/0000580.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2240/9780224086769.jpg,100 Facts About Sharks,Claudia O'Doherty,Hardback,4.0,11.59,$,12.4,9780224086769,Reference,dataset/Reference/0000581.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6052/9781605294766.jpg,The Blue Sweater,Jacqueline Novogratz,Paperback,4.0,12.66,$,16.0,9781605294766,Reference,dataset/Reference/0000582.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1983/9780198390138.jpg,Oxford IB Diploma Programme: Mathematical Studies Standard Level Course Companion,Peter Blythe,Mixed media product,4.0,62.89,$,,9780198390138,Reference,dataset/Reference/0000583.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3073/9780307394910.jpg,The Book of General Ignorance,John Lloyd,Hardback,4.0,17.12,$,22.0,9780307394910,Reference,dataset/Reference/0000584.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241301913.jpg,The Mythology Book,DK,Hardback,4.0,23.53,$,,9780241301913,Reference,dataset/Reference/0000585.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405291187.jpg,Disney Princess Annual 2019,Egmont Publishing UK,Hardback,3.0,8.56,$,10.3,9781405291187,Reference,dataset/Reference/0000586.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6848/9780684846477.jpg,"How to Speak, How to Listen",Adler,Paperback,4.0,14.35,$,16.0,9780684846477,Reference,dataset/Reference/0000587.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8481/9781848163102.jpg,Science Research Writing For Non-native Speakers Of English,Hilary Glasman-Deal,Paperback,4.5,22.59,$,23.0,9781848163102,Reference,dataset/Reference/0000588.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486227993.jpg,"A Modern Herbal: the Medicinal, Culinary, Cosmetic and Economic Properties, Cultivation and Folk Lore of Herbs, Grasses, Fungi, Shrubs and Trees: Vol 2",Margaret Grieve,Paperback,4.5,20.14,$,,9780486227993,Reference,dataset/Reference/0000589.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1928/9780192803153.jpg,Cryptography: A Very Short Introduction,Fred C. Piper,Paperback,3.5,7.13,$,10.3,9780192803153,Reference,dataset/Reference/0000590.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1983/9780198389958.jpg,IB Psychology Course Book: Oxford IB Diploma Programme,John Crane,Paperback,4.0,49.94,$,,9780198389958,Reference,dataset/Reference/0000591.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6081/9781608194964.jpg,The Secret Life of Pronouns,James W. Pennebaker,Paperback,3.5,17.89,$,18.0,9781608194964,Reference,dataset/Reference/0000592.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4819/9781481900805.jpg,Greatest Inspirational Quotes,Joe Tichio,Paperback,4.0,10.51,$,,9781481900805,Reference,dataset/Reference/0000593.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1988/9780198802525.jpg,A Dictionary of Law,Jonathan Law,Paperback,4.0,13.58,$,16.0,9780198802525,Reference,dataset/Reference/0000594.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5966/9781596684379.jpg,200 Fair Isle Motifs,Mary Jane Mucklestone,Paperback,4.5,19.54,$,24.2,9781596684379,Reference,dataset/Reference/0000595.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8118/9780811826846.jpg,Beatles Anthology,The Beatles,Hardback,4.5,54.32,$,,9780811826846,Reference,dataset/Reference/0000596.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4654/9781465463692.jpg,The Science of Cooking,Dr Stuart Farrimond,Hardback,4.5,24.58,$,25.49,9781465463692,Reference,dataset/Reference/0000597.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0627/9780062730664.jpg,How to Write a Movie in 21 Days,Viki King,Paperback,4.0,10.05,$,13.9,9780062730664,Reference,dataset/Reference/0000598.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1437/9780143789284.jpg,Rusted Off,Gabrielle Chan,Paperback,4.0,27.41,$,33.0,9780143789284,Reference,dataset/Reference/0000599.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143122029.jpg,American Nations,Colin Woodard,Paperback,4.0,15.67,$,21.5,9780143122029,Reference,dataset/Reference/0000600.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843178798.jpg,Back to Basics,Caroline Taggart,Hardback,3.0,18.46,$,,9781843178798,Reference,dataset/Reference/0000601.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7865/9781786574145.jpg,Lonely Planet New York City Map,Lonely Planet,Sheet map,4.5,5.15,$,6.7,9781786574145,Reference,dataset/Reference/0000602.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7537/9780753728277.jpg,A Dictionary of Tolkien,David Day,Paperback,4.5,11.25,$,16.0,9780753728277,Reference,dataset/Reference/0000603.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0918/9780091878863.jpg,Ray Mears Outdoor Survival Handbook,Ray Mears,Paperback,4.5,15.89,$,18.0,9780091878863,Reference,dataset/Reference/0000604.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8617/9780861711987.jpg,Being Nobody Going Nowhere,Ayya Khema,Paperback,4.5,15.21,$,,9780861711987,Reference,dataset/Reference/0000605.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491920497.jpg,Blockchain,Melanie Swan,Paperback,3.5,23.61,$,31.5,9781491920497,Reference,dataset/Reference/0000606.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8118/9780811878777.jpg,Everything Is Going to Be OK,Chronicle Books,Hardback,3.5,12.93,$,,9780811878777,Reference,dataset/Reference/0000607.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4919/9781491971949.jpg,Mastering Ethereum,Andreas Antonopoulos,Paperback,4.5,36.4,$,54.0,9781491971949,Reference,dataset/Reference/0000608.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8495/9781849531320.jpg,Shit Happens So Get Over It,,Hardback,4.0,6.45,$,7.8,9781849531320,Reference,dataset/Reference/0000609.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7872/9780787234799.jpg,Words That Change Minds,Shelle Rose Charvet,Paperback,4.0,22.59,$,,9780787234799,Reference,dataset/Reference/0000610.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486440347.jpg,The Art of Worldly Wisdom,Baltasar Gracián Y Morales,Paperback,4.0,6.45,$,,9780486440347,Reference,dataset/Reference/0000611.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0617/9780061791437.jpg,"Writing Screenplays That Sell, New Twentieth Anniversary Edition",Michael Hauge,Paperback,4.0,18.44,$,21.1,9780061791437,Reference,dataset/Reference/0000612.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4403/9781440322488.jpg,Art of Manliness Collection,Brett McKay,Paperback,4.5,24.26,$,27.5,9781440322488,Reference,dataset/Reference/0000613.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4494/9781449480523.jpg,Expect Wonderful Things,Meredith Gaston,Hardback,4.5,11.61,$,,9781449480523,Reference,dataset/Reference/0000614.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3930/9780393050943.jpg,The Well-Educated Mind,Susan Wise Bauer,Hardback,4.0,27.91,$,30.6,9780393050943,Reference,dataset/Reference/0000615.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7160/9780716021971.jpg,Bridge: Winning Ways to Play Your Cards,Paul Mendelson,Paperback,4.0,5.11,$,10.3,9780716021971,Reference,dataset/Reference/0000616.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6710/9789671000359.jpg,"Music Theory for Young Musicians, Bk 5",Ying Ying Ng,Paperback,5.0,8.76,$,,9789671000359,Reference,dataset/Reference/0000617.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4522/9780452261587.jpg,The Art and Craft of Feature Writing: Based on the Wall Street Journal Guide,William E. Blundell,Paperback,4.0,14.93,$,17.0,9780452261587,Reference,dataset/Reference/0000618.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473653511.jpg,Deep Thinking,Garry Kasparov,Paperback,4.0,8.4,$,13.9,9781473653511,Reference,dataset/Reference/0000619.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1992/9780199235698.jpg,Modern Japan: A Very Short Introduction,Christopher Goto-Jones,Paperback,4.0,7.23,$,10.3,9780199235698,Reference,dataset/Reference/0000620.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6246/9781624650314.jpg,How to Draw Portraits in Charcoal,Nathan Fowkes,Paperback,4.5,22.71,$,29.9,9781624650314,Reference,dataset/Reference/0000621.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9446/9781944648220.jpg,The Actor's Life,Jenna Fischer,Paperback,4.0,15.07,$,,9781944648220,Reference,dataset/Reference/0000622.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1953/9780195373387.jpg,The Bottom Billion,Paul Collier,Paperback,4.0,12.01,$,16.0,9780195373387,Reference,dataset/Reference/0000623.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3454/9780345405487.jpg,Random House Japanese-English English-JapaneseDictionary,Seigo Nakao,Paperback,4.0,9.16,$,,9780345405487,Reference,dataset/Reference/0000624.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3073/9780307336644.jpg,A-Z Guide To Drug-Herb-Vitamin Interactions,Alan R. Gaby,Paperback,4.0,19.92,$,22.5,9780307336644,Reference,dataset/Reference/0000625.jpg
